sequence_id,district,forecast_origin,wsi_at_origin,residual_t1,residual_t2,residual_t3,split
481,Chhatrapati Sambhajinagar,2023-08-01,-0.0963805898515987,-0.30313390647484784,-0.055358396521348996,-0.2944006041200352,test
482,Chhatrapati Sambhajinagar,2023-09-01,-0.3995144824956119,0.2477754961226642,0.008733288523977978,-0.20639349413173796,test
483,Chhatrapati Sambhajinagar,2023-10-01,-0.1517389840783534,-0.2390422098932805,-0.45416899254899645,-0.9673063926992955,test
484,Chhatrapati Sambhajinagar,2023-11-01,-0.3907812062523169,-0.21512677037503297,-0.7282641705253321,-0.5040018137672144,test
485,Chhatrapati Sambhajinagar,2023-12-01,-0.6059080018296727,-0.5131373749479762,-0.2888750181898585,-0.1477755652174464,test
486,Chhatrapati Sambhajinagar,2024-01-01,-1.1190453420027846,0.22426232198325335,0.36536177495566546,0.5659291992529982,test
487,Chhatrapati Sambhajinagar,2024-02-01,-0.8947830385930265,0.1410994715459074,0.34166689584324017,0.34161706636020794,test
488,Chhatrapati Sambhajinagar,2024-03-01,-0.7536835932504268,0.2005674505006404,0.20051762101760817,-0.12596401932128953,test
489,Chhatrapati Sambhajinagar,2024-04-01,-0.5531161537337814,-4.981849903717972e-05,-0.3265314588379349,0.2776928951907669,test
490,Chhatrapati Sambhajinagar,2024-05-01,-0.5531659865339305,-0.32648162603778585,0.2777427279909159,-0.926979944709966,test
491,Chhatrapati Sambhajinagar,2024-06-01,-0.879647633286853,0.6042243747438385,-0.6004982979570435,-0.45471391990528565,test
492,Chhatrapati Sambhajinagar,2024-07-01,-0.2754232437099241,-1.2047226875339723,-1.0589383094822145,-1.1546986549411988,test
493,Chhatrapati Sambhajinagar,2024-08-01,-1.480145895688489,0.1457843424963503,0.05002399703736593,0.14539572021241476,test
494,Chhatrapati Sambhajinagar,2024-09-01,-1.3343615189166858,-0.0957603797344373,-0.0003886565593884672,-0.16945556253473026,test
495,Dharashiv,2003-12-01,1.815936036127089,-0.612757987993239,-0.9132463407688127,-0.9650262665920244,train
496,Dharashiv,2004-01-01,1.203178071268968,-0.30048837591069155,-0.3522683017339032,-0.679499053248338,train
497,Dharashiv,2004-02-01,0.9026896728416516,-0.05177990330658688,-0.3790106548210217,-1.416782058610542,train
498,Dharashiv,2004-03-01,0.8509097531414889,-0.327230735120859,-1.3650021389103792,-1.2311190202809237,train
499,Dharashiv,2004-04-01,0.5236790408513182,-1.0377714266202087,-0.903888307990753,0.2014415631869203,train
500,Dharashiv,2004-05-01,-0.5140924126597716,0.13388314552033675,1.23921301669801,1.2436918289157224,train
501,Dharashiv,2004-06-01,-0.3802092543641884,1.105329858402427,1.1098086706201393,1.0583764186899025,train
502,Dharashiv,2004-07-01,0.7251206312472763,0.004478785008674602,-0.046953466921562215,-0.15671106913637545,train
503,Dharashiv,2004-08-01,0.7295993874994148,-0.051432223173700664,-0.1611898253885139,-0.2675733874765266,train
504,Dharashiv,2004-09-01,0.6781671488415251,-0.10975758673062419,-0.21614114881863689,0.004687861191128739,train
505,Dharashiv,2004-10-01,0.5684095871904599,-0.10638358716757168,0.11444542284219394,-0.12219243769438137,train
506,Dharashiv,2004-11-01,0.4620260063603439,0.2208290036723099,-0.01580885686426542,0.09893678985089877,train
507,Dharashiv,2004-12-01,0.6828550047229736,-0.23663785522689507,-0.12189220851173088,-0.2210786587547271,train
508,Dharashiv,2005-01-01,0.4462171619188228,0.11474563429241985,0.015559184049423636,-0.5933295314561764,train
509,Dharashiv,2005-02-01,0.5609627716987321,-0.09918642573048564,-0.7080751412360856,-0.40418534509827586,train
510,Dharashiv,2005-03-01,0.4617763390253697,-0.6088887085627233,-0.30499891242491345,-0.12030019661890606,train
511,Dharashiv,2005-04-01,-0.1471123663433562,0.30388979294381246,0.48858850874981985,0.1514208368682037,train
512,Dharashiv,2005-05-01,0.1567774277947571,0.18469871461170653,-0.15246895726990958,-0.17609411783737203,train
513,Dharashiv,2005-06-01,0.3414761452110489,-0.3371676746862014,-0.36079283525366385,-0.6066789357097824,train
514,Dharashiv,2005-07-01,0.0043084703133681,-0.023625160355983037,-0.26951126081210164,-0.6732465110467055,train
515,Dharashiv,2005-08-01,-0.0193166907373059,-0.2458860997614276,-0.6496213499960315,-0.48571447772354004,train
516,Dharashiv,2005-09-01,-0.2652027839606836,-0.4037352567726538,-0.23982838450016236,-0.23244611082615113,train
517,Dharashiv,2005-10-01,-0.6689380682517628,0.16390689979091688,0.1712891734649281,0.5560242436339001,train
518,Dharashiv,2005-11-01,-0.5050311851137758,0.007382290326941043,0.39211736049591306,0.41438675846992734,train
519,Dharashiv,2005-12-01,-0.4976488968932093,0.3847350722753466,0.4070044702493609,0.22341022106046088,train
520,Dharashiv,2006-01-01,-0.1129138246879893,0.02226939804414088,-0.1613248511447591,0.022083237837346142,train
521,Dharashiv,2006-02-01,-0.0906444273872781,-0.18359424844547031,-0.00018615946336505984,-0.2893389083461356,train
522,Dharashiv,2006-03-01,-0.2742386825138914,0.18340809566324823,-0.10574465321952231,-0.17224674748832114,train
523,Dharashiv,2006-04-01,-0.0908305845554999,-0.2891527511779138,-0.3556548454467126,-0.2548613347712823,train
524,Dharashiv,2006-05-01,-0.3799833337316839,-0.06650209627052861,0.03429141440490169,0.05361300506690425,train
525,Dharashiv,2006-06-01,-0.4464854426615905,0.10079352333480829,0.12011511399681085,-0.21138932035034186,train
526,Dharashiv,2006-07-01,-0.3456919096102733,0.019321580945493633,-0.3121828534016591,-0.30295402783250625,train
527,Dharashiv,2006-08-01,-0.3263703380362521,-0.3315044249756803,-0.32227559940652745,-0.5084495748742093,train
528,Dharashiv,2006-09-01,-0.657874774603041,0.00922883716026146,-0.17694513830742042,0.2638489719907363,train
529,Dharashiv,2006-10-01,-0.6486459548256391,-0.1861739580848223,0.25462015221333445,0.0017892892143720474,train
530,Dharashiv,2006-11-01,-0.8348199284240579,0.44079412581175326,0.18796326281279085,0.6841560906335687,train
531,Dharashiv,2006-12-01,-0.3940258163924679,-0.25283084921879917,0.24336197860197872,0.4306333351846203,train
532,Dharashiv,2007-01-01,-0.6468566423974923,0.4961928046070031,0.6834641611896447,0.9180181092344216,train
533,Dharashiv,2007-02-01,-0.150663840729075,0.1872713595212274,0.42182530756600434,0.5355169951499277,train
534,Dharashiv,2007-03-01,0.0366075201563483,0.23455394668058102,0.3482456342645044,-0.48732023077532105,train
535,Dharashiv,2007-04-01,0.27116146791368,0.11369168650717265,-0.7218741785326528,-0.8187137554922628,train
536,Dharashiv,2007-05-01,0.3848531443864111,-0.8355658550053839,-0.9324054319649939,-0.7564387519150977,train
537,Dharashiv,2007-06-01,-0.4507126995969877,-0.09683958798159509,0.07912709206830115,-0.1619279792856112,train
538,Dharashiv,2007-07-01,-0.5475523087152483,0.17596670118656177,-0.06508837016735058,0.3507803293832781,train
539,Dharashiv,2007-08-01,-0.3715856203914554,-0.2410550584911435,0.17481364105948516,0.20130800997027465,train
540,Dharashiv,2007-09-01,-0.6126406722379402,0.41586869290596995,0.44236306181675944,0.757682480723925,train
541,Dharashiv,2007-10-01,-0.1967719814394018,0.02649437101822108,0.3418137899253866,3.518781473338395e-06,train
542,Dharashiv,2007-11-01,-0.1702776117896199,0.31531942027560467,-0.026490850868308574,-0.20089937609680894,train
543,Dharashiv,2007-12-01,0.1450418056992863,-0.34181026835721473,-0.5162187935857151,-1.0441309632806157,train
544,Dharashiv,2008-01-01,-0.1967684578558662,-0.17440853003056264,-0.7023206997254632,-0.3792250204423211,train
545,Dharashiv,2008-02-01,-0.3711769812899506,-0.5279121762913788,-0.20481649700823668,0.22623669441517946,train
546,Dharashiv,2008-03-01,-0.8990891716242477,0.3230956933260605,0.7541488847494766,2.0084164879084274,train
547,Dharashiv,2008-04-01,-0.5759934948123216,0.43105320793755053,1.6853208110965014,2.114287929359746,train
548,Dharashiv,2008-05-01,-0.1449402794880768,1.2542675957722564,1.683234714035501,0.6004773304505249,train
549,Dharashiv,2008-06-01,1.1093273211098087,0.4289671134376156,-0.6537902701473606,-1.2057663846588504,train
550,Dharashiv,2008-07-01,1.5382944646112555,-1.0827574136488074,-1.6347335281602973,-1.6309016796581381,train
551,Dharashiv,2008-08-01,0.4555370546375052,-0.551976118186547,-0.5481442696843879,-0.6894029564653175,train
552,Dharashiv,2008-09-01,-0.0964390661913048,0.003831851144422166,-0.1374268356365074,-0.20619612667978895,train
553,Dharashiv,2008-10-01,-0.0926072119901007,-0.1412586898377115,-0.21002798088099306,-0.45813755996729677,train
554,Dharashiv,2008-11-01,-0.2338659000009631,-0.06876929287013064,-0.3168788719564344,-0.0238463151842023,train
555,Dharashiv,2008-12-01,-0.3026351857559089,-0.24810958620148854,0.044922970570743515,-0.0483234595878716,train
556,Dharashiv,2009-01-01,-0.5507447636663806,0.2930325484812152,0.19978611832260007,0.3649197882950198,train
557,Dharashiv,2009-02-01,-0.2577122125394766,-0.09324643280430389,0.07188723716811585,0.06247144672946381,train
