stream,district,date,value,clim_median,robust_z,temporal_diff,lower_iqr,upper_iqr,classification
CHIRPS,Latur,1987-05,84.8477,15.3436,3.71,12.3884,-37.0368,74.9455,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1987-11,141.9849,6.8635,23.24,64.8062,-36.5601,71.9307,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1988-03,13.9447,3.1561,4.59,11.4564,-9.5841,20.6964,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1988-08,413.3127,229.6057,2.55,27.2199,38.95,404.7686,Extreme Monsoon Precipitation Event (Legitimate hydrometeorological peak)
CHIRPS,Latur,1988-12,20.248,3.1629,6.27,15.9541,-13.9062,27.4918,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1989-01,4.8243,1.5782,8.18,5.9581,0.0101,3.5822,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1989-11,46.6789,6.8635,6.85,44.353,-36.5601,71.9307,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1990-05,177.4251,15.3436,8.65,0.8585,-37.0368,74.9455,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1990-08,448.8257,229.6057,3.04,315.5478,38.95,404.7686,Extreme Monsoon Precipitation Event (Legitimate hydrometeorological peak)
CHIRPS,Latur,1990-12,13.8298,3.1629,3.92,9.8418,-13.9062,27.4918,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1992-11,35.6436,6.8635,4.95,14.285,-36.5601,71.9307,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1993-12,40.6738,3.1629,13.78,36.6448,-13.9062,27.4918,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1994-02,2.7006,1.3809,11.61,0.3786,0.4993,2.6794,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1995-01,2.9941,1.5782,3.57,0.5437,0.0101,3.5822,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1995-02,2.5944,1.3809,10.67,2.7568,0.4993,2.6794,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1997-11,123.4439,6.8635,20.05,79.9522,-36.5601,71.9307,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1997-12,28.0848,3.1629,9.15,34.1697,-13.9062,27.4918,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1999-02,2.7967,1.3809,12.45,1.0994,0.4993,2.6794,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1999-05,82.093,15.3436,3.56,2.3013,-37.0368,74.9455,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2000-02,2.0707,1.3809,6.07,0.7863,0.4993,2.6794,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2000-05,77.1778,15.3436,3.3,41.1498,-37.0368,74.9455,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2001-01,4.1424,1.5782,6.46,2.6853,0.0101,3.5822,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2002-02,1.8675,1.3809,4.28,2.9967,0.4993,2.6794,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2003-01,9.8094,1.5782,20.75,7.615,0.0101,3.5822,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2004-01,3.1472,1.5782,3.96,1.8878,0.0101,3.5822,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2005-04,53.1063,10.1405,3.06,37.2129,-29.3695,51.7815,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2006-03,16.9748,3.1561,5.87,5.9333,-9.5841,20.6964,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2006-05,99.8131,15.3436,4.51,18.7135,-37.0368,74.9455,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2006-11,60.4301,6.8635,9.21,45.6002,-36.5601,71.9307,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2008-03,84.7186,3.1561,34.67,82.0597,-9.5841,20.6964,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2008-11,37.8266,6.8635,5.33,15.7471,-36.5601,71.9307,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2009-11,38.8044,6.8635,5.49,0.9716,-36.5601,71.9307,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2010-01,6.9424,1.5782,13.52,3.8102,0.0101,3.5822,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2010-02,3.1014,1.3809,15.13,9.2318,0.4993,2.6794,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2010-03,17.7239,3.1561,6.19,9.832,-9.5841,20.6964,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2010-11,39.9417,6.8635,5.69,6.4653,-36.5601,71.9307,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2010-12,19.5093,3.1629,6.0,1.1003,-13.9062,27.4918,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2011-04,59.5121,10.1405,3.52,51.9779,-29.3695,51.7815,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2012-11,43.0554,6.8635,6.22,8.3734,-36.5601,71.9307,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2013-02,1.8448,1.3809,4.08,0.8209,0.4993,2.6794,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2013-04,52.3986,10.1405,3.01,50.6632,-29.3695,51.7815,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2014-02,4.3054,1.3809,25.72,11.0296,0.4993,2.6794,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2014-03,29.3099,3.1561,11.12,10.7908,-9.5841,20.6964,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2014-11,44.4652,6.8635,6.47,10.9374,-36.5601,71.9307,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2014-12,23.171,3.1629,7.35,0.0316,-13.9062,27.4918,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2016-02,9.3127,1.3809,69.77,3.725,0.4993,2.6794,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2016-12,25.7051,3.1629,8.28,22.5599,-13.9062,27.4918,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2018-02,26.424,1.3809,220.28,23.9502,0.4993,2.6794,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2021-11,31.2467,6.8635,4.19,6.8529,-36.5601,71.9307,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2023-03,13.5975,3.1561,4.44,16.7193,-9.5841,20.6964,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2023-04,59.3295,10.1405,3.5,47.8527,-29.3695,51.7815,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2023-07,553.4005,232.6677,3.72,509.4596,-24.6017,536.4706,Extreme Monsoon Precipitation Event (Legitimate hydrometeorological peak)
CHIRPS,Latur,2023-11,31.2392,6.8635,4.19,8.6195,-36.5601,71.9307,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2023-12,27.4859,3.1629,8.93,11.1214,-13.9062,27.4918,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2024-02,2.1274,1.3809,6.57,0.1942,0.4993,2.6794,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2024-04,54.1054,10.1405,3.13,46.2381,-29.3695,51.7815,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2025-05,255.8047,15.3436,12.83,219.2872,-37.0368,74.9455,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,2026-03,14.2683,3.1561,4.72,8.7118,-9.5841,20.6964,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,1981-01,41.9458,3.4586,35.51,,-1.0215,9.3305,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,1981-03,19.2273,4.2928,4.21,17.3897,-13.2426,27.7452,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,1982-11,55.5872,8.4322,5.49,28.9924,-30.1214,59.4236,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,1983-12,17.3723,3.6153,5.81,14.4728,-10.4879,24.4754,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,1985-01,12.4573,3.4586,8.3,1.5924,-1.0215,9.3305,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,1985-02,18.0258,1.5935,36.31,2.3984,-0.4581,4.3345,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,1985-03,18.7975,4.2928,4.09,9.7846,-13.2426,27.7452,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,1985-12,18.1144,3.6153,6.12,0.8172,-10.4879,24.4754,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,1987-11,117.9814,8.4322,12.75,51.716,-30.1214,59.4236,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,1988-03,19.0087,4.2928,4.15,15.7172,-13.2426,27.7452,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,1990-05,109.9314,12.0619,6.71,83.1013,-30.1292,60.065,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,1990-08,502.827,269.0936,3.87,352.1528,70.71,496.7138,Extreme Monsoon Precipitation Event (Legitimate hydrometeorological peak)
CHIRPS,Nanded,1990-12,14.7278,3.6153,4.69,10.0396,-10.4879,24.4754,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,1991-12,17.4482,3.6153,5.84,14.5808,-10.4879,24.4754,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,1993-12,47.1609,3.6153,18.39,42.9309,-10.4879,24.4754,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,1995-01,8.1929,3.4586,4.37,6.2793,-1.0215,9.3305,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,1995-03,21.456,4.2928,4.84,20.1841,-13.2426,27.7452,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,1997-04,61.5221,6.2249,6.3,59.8446,-28.3728,50.3226,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,1997-11,80.9781,8.4322,8.44,23.6572,-30.1214,59.4236,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,1997-12,19.1645,3.6153,6.57,22.6712,-10.4879,24.4754,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,1999-02,13.1402,1.5935,25.51,10.7789,-0.4581,4.3345,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2000-05,74.6699,12.0619,4.29,52.7966,-30.1292,60.065,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2001-01,7.7053,3.4586,3.92,5.36,-1.0215,9.3305,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2002-07,68.6437,315.5806,2.68,245.8788,72.8616,560.6836,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2003-01,20.7746,3.4586,15.98,18.0889,-1.0215,9.3305,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2004-04,38.5039,6.2249,3.67,23.1432,-28.3728,50.3226,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2005-01,17.5209,3.4586,12.97,15.0276,-1.0215,9.3305,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2005-03,34.1005,4.2928,8.41,20.052,-13.2426,27.7452,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2006-03,60.9909,4.2928,16.0,49.0747,-13.2426,27.7452,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2006-05,74.9877,12.0619,4.31,1.3261,-30.1292,60.065,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2007-12,15.1318,3.6153,4.86,9.5117,-10.4879,24.4754,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2008-03,83.0346,4.2928,22.22,80.4734,-13.2426,27.7452,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2009-11,51.4537,8.4322,5.01,17.8635,-30.1214,59.4236,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2010-01,9.0488,3.4586,5.16,3.8393,-1.0215,9.3305,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2010-02,6.9189,1.5935,11.77,5.6447,-0.4581,4.3345,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2010-11,38.758,8.4322,3.53,18.1553,-30.1214,59.4236,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2011-04,58.7804,6.2249,5.98,51.8887,-28.3728,50.3226,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2013-02,3.7997,1.5935,4.87,0.8557,-0.4581,4.3345,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2013-04,59.4127,6.2249,6.05,55.557,-28.3728,50.3226,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2014-03,53.9535,4.2928,14.01,45.2723,-13.2426,27.7452,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2014-12,22.3594,3.6153,7.92,5.6944,-10.4879,24.4754,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2015-01,7.4857,3.4586,3.72,5.0642,-1.0215,9.3305,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2016-02,19.3566,1.5935,39.25,12.3068,-0.4581,4.3345,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2016-12,28.3748,3.6153,10.46,25.1818,-10.4879,24.4754,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2018-02,49.1964,1.5935,105.18,46.3762,-0.4581,4.3345,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2020-03,25.7797,4.2928,6.06,22.9718,-13.2426,27.7452,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2022-07,616.8916,315.5806,3.27,374.058,72.8616,560.6836,Extreme Monsoon Precipitation Event (Legitimate hydrometeorological peak)
CHIRPS,Nanded,2023-03,19.9042,4.2928,4.41,15.2558,-13.2426,27.7452,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2023-04,69.0315,6.2249,7.15,55.6638,-28.3728,50.3226,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2023-07,638.0,315.5806,3.5,571.0565,72.8616,560.6836,Extreme Monsoon Precipitation Event (Legitimate hydrometeorological peak)
CHIRPS,Nanded,2023-12,29.3982,3.6153,10.89,10.5631,-10.4879,24.4754,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2024-04,50.3709,6.2249,5.03,39.0354,-28.3728,50.3226,Statistical Outlier / Seasonal Extreme
CHIRPS,Nanded,2025-05,184.3027,12.0619,11.81,120.1062,-30.1292,60.065,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,1981-01,35.4047,2.2785,59.25,,0.1972,4.8892,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,1981-03,22.8974,2.7388,10.59,22.7945,-10.6415,22.175,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,1981-12,28.3538,6.5223,8.26,24.213,-5.5758,22.6684,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,1982-11,68.0687,5.9309,11.13,52.7703,-28.8081,56.2156,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,1983-12,28.4745,6.5223,8.31,25.8698,-5.5758,22.6684,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,1985-02,20.3278,0.6224,92.72,12.6643,0.036,1.247,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,1985-03,11.2386,2.7388,4.46,1.0735,-10.6415,22.175,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,1987-05,48.6422,9.5958,3.34,26.9799,-21.225,45.0302,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,1987-11,75.8484,5.9309,12.52,10.2043,-28.8081,56.2156,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,1988-03,11.6869,2.7388,4.7,6.6991,-10.6415,22.175,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,1990-05,167.679,9.5958,13.53,15.2564,-21.225,45.0302,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,1990-08,445.3381,243.8969,3.14,286.4414,75.6418,414.1403,Extreme Monsoon Precipitation Event (Legitimate hydrometeorological peak)
CHIRPS,Parbhani,1991-04,26.5229,3.0182,5.26,15.78,-19.6709,32.9561,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,1993-12,48.8476,6.5223,16.02,45.0335,-5.5758,22.6684,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,1995-01,4.9846,2.2785,4.84,2.0736,0.1972,4.8892,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,1995-03,37.8679,2.7388,18.45,36.3359,-10.6415,22.175,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,1997-11,77.4563,5.9309,12.81,11.4619,-28.8081,56.2156,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,1997-12,41.8334,6.5223,13.36,2.4699,-5.5758,22.6684,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,1998-11,29.4211,5.9309,4.21,43.6272,-28.8081,56.2156,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,1999-02,11.788,0.6224,52.54,10.1304,0.036,1.247,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,1999-05,62.3433,9.5958,4.51,28.5851,-21.225,45.0302,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2000-05,69.2334,9.5958,5.1,42.0314,-21.225,45.0302,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2001-01,6.6351,2.2785,7.79,3.5137,0.1972,4.8892,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2002-02,1.9528,0.6224,6.26,0.9702,0.036,1.247,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2003-01,14.5827,2.2785,22.01,10.7153,0.1972,4.8892,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2004-11,26.301,5.9309,3.65,7.2682,-28.8081,56.2156,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2005-03,18.7965,2.7388,8.43,3.1618,-10.6415,22.175,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2005-04,30.6862,3.0182,6.19,15.7323,-19.6709,32.9561,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2005-07,523.4657,239.1334,3.28,349.4592,32.8421,472.5128,Extreme Monsoon Precipitation Event (Legitimate hydrometeorological peak)
CHIRPS,Parbhani,2006-03,40.8047,2.7388,19.99,40.5157,-10.6415,22.175,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2006-05,80.0453,9.5958,6.03,8.7101,-21.225,45.0302,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2007-12,19.8881,6.5223,5.06,15.1713,-5.5758,22.6684,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2008-03,63.1398,2.7388,31.72,59.8854,-10.6415,22.175,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2008-11,35.9689,5.9309,5.38,20.4755,-28.8081,56.2156,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2009-11,59.5536,5.9309,9.6,18.7684,-28.8081,56.2156,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2010-11,26.2947,5.9309,3.65,32.1109,-28.8081,56.2156,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2011-04,33.2971,3.0182,6.77,29.4507,-19.6709,32.9561,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2013-04,24.171,3.0182,4.73,21.4612,-19.6709,32.9561,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2014-02,1.7003,0.6224,5.07,20.2306,0.036,1.247,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2014-03,41.2309,2.7388,20.22,31.014,-10.6415,22.175,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2014-04,18.7335,3.0182,3.51,4.8816,-19.6709,32.9561,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2014-11,43.8885,5.9309,6.8,32.4401,-28.8081,56.2156,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2015-02,1.8456,0.6224,5.76,5.1819,0.036,1.247,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2015-03,10.1593,2.7388,3.9,1.9952,-10.6415,22.175,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2015-04,22.4633,3.0182,4.35,13.1546,-19.6709,32.9561,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2016-02,12.4384,0.6224,55.6,5.2363,0.036,1.247,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2016-03,12.4844,2.7388,5.12,5.6365,-10.6415,22.175,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2018-02,28.6451,0.6224,131.86,26.5789,0.036,1.247,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2019-04,21.2602,3.0182,4.08,18.8559,-19.6709,32.9561,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2020-03,11.2596,2.7388,4.48,10.2027,-10.6415,22.175,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2022-12,16.032,6.5223,3.6,13.3349,-5.5758,22.6684,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2023-03,19.0012,2.7388,8.54,7.1527,-10.6415,22.175,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2023-04,51.7886,3.0182,10.91,39.8609,-19.6709,32.9561,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2023-08,72.0394,243.8969,2.68,278.7404,75.6418,414.1403,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2023-11,37.3121,5.9309,5.62,24.6467,-28.8081,56.2156,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2024-02,2.4591,0.6224,8.64,0.604,0.036,1.247,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2024-04,29.9682,3.0182,6.03,25.5554,-19.6709,32.9561,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2025-05,211.4843,9.5958,17.28,162.8297,-21.225,45.0302,Statistical Outlier / Seasonal Extreme
CHIRPS,Parbhani,2026-04,32.4255,3.0182,6.58,23.0341,-19.6709,32.9561,Statistical Outlier / Seasonal Extreme
ERA5,Beed,2025-06,1145.1296,960.0341,2.83,48.9991,820.6211,1070.9123,Statistical Outlier / Seasonal Extreme
ERA5,Chhatrapati Sambhajinagar,2025-06,1056.5354,925.2623,2.82,4.7635,811.0811,1016.2765,Statistical Outlier / Seasonal Extreme
ERA5,Dharashiv,2012-09,1093.1588,1299.312,2.63,10.9249,1102.9506,1501.1121,Statistical Outlier / Seasonal Extreme
ERA5,Dharashiv,2013-02,988.4689,1091.0414,2.76,0.5451,989.6298,1189.4427,Statistical Outlier / Seasonal Extreme
ERA5,Dharashiv,2013-03,973.5356,1070.8537,2.9,0.6273,974.3756,1159.7593,Statistical Outlier / Seasonal Extreme
ERA5,Dharashiv,2013-04,959.8568,1049.717,2.87,0.8036,962.9843,1126.3328,Statistical Outlier / Seasonal Extreme
ERA5,Dharashiv,2013-05,947.7851,1028.8071,3.14,64.7544,959.0028,1094.9881,Statistical Outlier / Seasonal Extreme
ERA5,Dharashiv,2024-06,1194.0635,1050.9963,2.63,3.628,925.636,1189.7199,Statistical Outlier / Seasonal Extreme
ERA5,Dharashiv,2025-05,1102.0344,1028.8071,2.84,41.8814,959.0028,1094.9881,Statistical Outlier / Seasonal Extreme
ERA5,Dharashiv,2025-06,1221.703,1050.9963,3.14,36.7503,925.636,1189.7199,Statistical Outlier / Seasonal Extreme
ERA5,Hingoli,2000-06,1071.0451,925.8801,3.99,22.2602,831.4578,1015.8313,Statistical Outlier / Seasonal Extreme
ERA5,Hingoli,2025-06,1026.1622,925.8801,2.76,8.6947,831.4578,1015.8313,Statistical Outlier / Seasonal Extreme
ERA5,Jalna,2020-06,1050.8731,966.2508,2.04,26.7908,857.7063,1049.2342,Statistical Outlier / Seasonal Extreme
ERA5,Jalna,2025-06,1097.2129,966.2508,3.16,0.6866,857.7063,1049.2342,Statistical Outlier / Seasonal Extreme
ERA5,Latur,2012-09,1009.3462,1202.1881,2.74,4.0427,1056.8411,1376.7964,Statistical Outlier / Seasonal Extreme
ERA5,Latur,2015-09,1040.3629,1202.1881,2.3,37.3674,1056.8411,1376.7964,Statistical Outlier / Seasonal Extreme
ERA5,Latur,2025-06,1131.8391,966.9792,2.92,28.6984,810.5707,1128.5391,Statistical Outlier / Seasonal Extreme
ERA5,Latur,2025-09,1381.2366,1202.1881,2.55,89.3207,1056.8411,1376.7964,Statistical Outlier / Seasonal Extreme
ERA5,Parbhani,2025-06,1106.8222,989.8701,3.61,14.7417,872.0909,1091.5874,Statistical Outlier / Seasonal Extreme
NDVI,Beed,2021-05,0.3242,0.2339,3.28,0.0679,0.1651,0.3079,Statistical Outlier / Seasonal Extreme
NDVI,Beed,2023-05,0.3219,0.2339,3.2,0.015,0.1651,0.3079,Statistical Outlier / Seasonal Extreme
NDVI,Beed,2025-05,0.3576,0.2339,4.5,0.0214,0.1651,0.3079,Statistical Outlier / Seasonal Extreme
NDVI,Chhatrapati Sambhajinagar,2025-05,0.3573,0.2284,3.84,0.013,0.1524,0.3133,Statistical Outlier / Seasonal Extreme
NDVI,Dharashiv,2019-11,0.5414,0.4564,2.6,0.0193,0.373,0.5364,Statistical Outlier / Seasonal Extreme
NDVI,Dharashiv,2021-05,0.3616,0.2256,3.69,0.0232,0.1458,0.3214,Statistical Outlier / Seasonal Extreme
NDVI,Dharashiv,2021-12,0.5411,0.4298,3.14,0.0526,0.3205,0.5303,Statistical Outlier / Seasonal Extreme
NDVI,Dharashiv,2025-05,0.3889,0.2256,4.43,0.0158,0.1458,0.3214,Statistical Outlier / Seasonal Extreme
NDVI,Dharashiv,2025-06,0.5313,0.2705,3.2,0.0179,0.0912,0.4869,Statistical Outlier / Seasonal Extreme
NDVI,Hingoli,2014-03,0.3819,0.2859,2.79,0.0111,0.1974,0.3775,Statistical Outlier / Seasonal Extreme
NDVI,Hingoli,2018-09,0.5175,0.6334,3.59,0.0765,0.5516,0.7206,Statistical Outlier / Seasonal Extreme
NDVI,Hingoli,2019-11,0.647,0.5071,3.54,0.0496,0.402,0.6111,Statistical Outlier / Seasonal Extreme
NDVI,Hingoli,2024-01,0.5824,0.4243,2.96,0.1124,0.3099,0.5657,Statistical Outlier / Seasonal Extreme
NDVI,Hingoli,2025-05,0.3186,0.2438,2.53,0.0173,0.1663,0.3185,Statistical Outlier / Seasonal Extreme
NDVI,Jalna,2021-05,0.3086,0.2124,4.01,0.0106,0.1482,0.2884,Statistical Outlier / Seasonal Extreme
NDVI,Jalna,2025-05,0.3217,0.2124,4.56,0.0474,0.1482,0.2884,Statistical Outlier / Seasonal Extreme
NDVI,Jalna,2025-06,0.4747,0.2391,4.21,0.0064,0.0651,0.4445,Statistical Outlier / Seasonal Extreme
NDVI,Latur,2014-04,0.3293,0.2485,2.75,0.0095,0.1823,0.3205,Statistical Outlier / Seasonal Extreme
NDVI,Latur,2018-10,0.448,0.5567,2.01,0.0552,0.4587,0.6827,Statistical Outlier / Seasonal Extreme
NDVI,Latur,2021-05,0.3272,0.2392,2.92,0.0796,0.1604,0.3233,Statistical Outlier / Seasonal Extreme
NDVI,Latur,2023-04,0.3258,0.2485,2.63,0.0111,0.1823,0.3205,Statistical Outlier / Seasonal Extreme
NDVI,Latur,2023-05,0.3252,0.2392,2.86,0.0002,0.1604,0.3233,Statistical Outlier / Seasonal Extreme
NDVI,Latur,2025-05,0.3714,0.2392,4.4,0.0031,0.1604,0.3233,Statistical Outlier / Seasonal Extreme
