stream,district,date,value,clim_median,robust_z,temporal_diff,lower_iqr,upper_iqr,classification
CHIRPS,Chhatrapati Sambhajinagar,2021-12,22.9326,3.6045,22.41,18.3437,-5.7516,17.9554,Statistical Outlier / Seasonal Extreme
CHIRPS,Chhatrapati Sambhajinagar,2022-12,8.4549,3.6045,5.62,4.6207,-5.7516,17.9554,Statistical Outlier / Seasonal Extreme
CHIRPS,Chhatrapati Sambhajinagar,2023-01,3.6308,1.9777,3.88,0.9858,-0.2415,4.9808,Statistical Outlier / Seasonal Extreme
CHIRPS,Chhatrapati Sambhajinagar,2023-03,8.5693,0.1758,33.42,3.1078,-5.5096,9.2021,Statistical Outlier / Seasonal Extreme
CHIRPS,Chhatrapati Sambhajinagar,2023-04,22.5758,0.2832,53.08,15.6022,-5.8843,9.8071,Statistical Outlier / Seasonal Extreme
CHIRPS,Chhatrapati Sambhajinagar,2023-11,73.9329,8.5443,12.54,67.1619,-17.247,44.8021,Statistical Outlier / Seasonal Extreme
CHIRPS,Chhatrapati Sambhajinagar,2023-12,7.4613,3.6045,4.47,31.3464,-5.7516,17.9554,Statistical Outlier / Seasonal Extreme
CHIRPS,Chhatrapati Sambhajinagar,2024-01,3.6824,1.9777,4.0,1.7742,-0.2415,4.9808,Statistical Outlier / Seasonal Extreme
CHIRPS,Chhatrapati Sambhajinagar,2024-02,3.4519,0.9223,11.63,1.5604,-0.131,2.3169,Statistical Outlier / Seasonal Extreme
CHIRPS,Chhatrapati Sambhajinagar,2024-04,3.9014,0.2832,8.62,0.1365,-5.8843,9.8071,Statistical Outlier / Seasonal Extreme
CHIRPS,Chhatrapati Sambhajinagar,2024-12,9.1733,3.6045,6.46,4.05,-5.7516,17.9554,Statistical Outlier / Seasonal Extreme
CHIRPS,Chhatrapati Sambhajinagar,2025-05,257.384,6.5935,37.7,189.1346,-18.4345,38.1964,Statistical Outlier / Seasonal Extreme
CHIRPS,Chhatrapati Sambhajinagar,2026-03,10.3045,0.1758,40.32,5.0923,-5.5096,9.2021,Statistical Outlier / Seasonal Extreme
CHIRPS,Chhatrapati Sambhajinagar,2026-04,9.5329,0.2832,22.03,2.3612,-5.8843,9.8071,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1981-01,51.9963,0.471,319.83,,-0.4263,1.6966,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1981-02,0.1428,1.1994,14.63,26.4445,0.4839,2.2789,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1981-12,17.7457,4.0479,4.01,12.86,-8.0153,19.1386,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1982-01,1.7979,0.471,8.24,7.6806,-0.4263,1.6966,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1982-11,85.7146,9.4537,9.66,61.6497,-33.0117,68.5938,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1983-01,4.4243,0.471,24.54,2.2033,-0.4263,1.6966,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1984-02,3.2375,1.1994,28.22,6.5647,0.4839,2.2789,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1984-03,18.9992,1.15,18.78,12.486,-6.6552,12.652,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1985-01,2.809,0.471,14.51,4.1463,-0.4263,1.6966,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1985-02,8.9445,1.1994,107.24,3.7045,0.4839,2.2789,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1985-03,7.671,1.15,6.86,1.2432,-6.6552,12.652,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1987-05,123.676,25.1735,3.44,66.0383,-50.4261,101.1686,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1987-11,90.9979,9.4537,10.33,1.377,-33.0117,68.5938,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1988-02,0.7738,1.1994,5.89,2.7939,0.4839,2.2789,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1988-03,6.7669,1.15,5.91,0.7592,-6.6552,12.652,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1989-01,1.3636,0.471,5.54,6.8381,-0.4263,1.6966,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1990-05,129.8788,25.1735,3.66,27.2479,-50.4261,101.1686,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1993-12,47.6255,4.0479,12.75,42.0495,-8.0153,19.1386,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1994-02,2.8597,1.1994,22.99,2.045,0.4839,2.2789,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1995-02,2.896,1.1994,23.49,3.7386,0.4839,2.2789,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1995-03,12.3686,1.15,11.8,9.158,-6.6552,12.652,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1997-11,105.5684,9.4537,12.17,39.5574,-33.0117,68.5938,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1997-12,56.6091,4.0479,15.38,3.2223,-8.0153,19.1386,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1998-01,1.2052,0.471,4.56,27.6779,-0.4263,1.6966,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1999-02,1.8033,1.1994,8.36,1.234,0.4839,2.2789,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,1999-05,122.6459,25.1735,3.4,34.8256,-50.4261,101.1686,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2001-01,1.9999,0.471,9.49,0.2553,-0.4263,1.6966,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2002-02,1.597,1.1994,5.51,0.7138,0.4839,2.2789,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2003-01,6.3437,0.471,36.45,3.5002,-0.4263,1.6966,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2003-02,1.6087,1.1994,5.67,2.8251,0.4839,2.2789,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2005-03,5.8717,1.15,4.97,22.4432,-6.6552,12.652,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2005-04,55.4691,8.5353,4.7,37.7713,-25.243,49.8616,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2006-01,1.1146,0.471,4.0,1.4069,-0.4263,1.6966,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2006-11,75.8188,9.4537,8.41,58.923,-33.0117,68.5938,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2008-03,50.2018,1.15,51.6,44.978,-6.6552,12.652,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2008-11,37.4524,9.4537,3.55,14.6489,-33.0117,68.5938,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2009-03,4.6529,1.15,3.68,1.7566,-6.6552,12.652,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2009-11,48.7717,9.4537,4.98,5.7054,-33.0117,68.5938,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2010-01,4.822,0.471,27.01,2.1072,-0.4263,1.6966,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2010-02,1.7619,1.1994,7.79,10.2231,0.4839,2.2789,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2010-03,19.148,1.15,18.93,9.5643,-6.6552,12.652,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2010-11,49.3843,9.4537,5.06,3.9159,-33.0117,68.5938,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2010-12,16.8545,4.0479,3.75,8.0183,-8.0153,19.1386,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2011-04,48.2559,8.5353,3.98,43.7977,-25.243,49.8616,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2012-02,1.5475,1.1994,4.82,0.9661,0.4839,2.2789,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2013-02,1.673,1.1994,6.56,0.9104,0.4839,2.2789,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2014-02,5.6695,1.1994,61.89,4.8343,0.4839,2.2789,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2014-03,20.5352,1.15,20.39,1.4311,-6.6552,12.652,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2014-11,54.8906,9.4537,5.75,28.8156,-33.0117,68.5938,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2015-03,7.2356,1.15,6.4,4.0547,-6.6552,12.652,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2016-02,4.1142,1.1994,40.36,0.4372,0.4839,2.2789,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2016-03,8.6331,1.15,7.87,2.6824,-6.6552,12.652,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2018-02,15.4202,1.1994,196.9,14.2052,0.4839,2.2789,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2019-03,4.8794,1.15,3.92,3.0352,-6.6552,12.652,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2023-03,10.1041,1.15,9.42,10.7208,-6.6552,12.652,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2023-11,41.2536,9.4537,4.03,23.9658,-33.0117,68.5938,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2023-12,16.1779,4.0479,3.55,4.6473,-8.0153,19.1386,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2024-02,1.7332,1.1994,7.39,1.1595,0.4839,2.2789,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2025-05,295.9689,25.1735,9.46,259.0783,-50.4261,101.1686,Statistical Outlier / Seasonal Extreme
CHIRPS,Dharashiv,2026-03,5.5893,1.15,4.67,10.7076,-6.6552,12.652,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,1981-01,33.701,3.7059,24.5,,0.2384,7.3118,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,1981-03,30.5159,2.6878,18.13,30.3634,-11.2622,23.9624,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,1981-12,25.4209,7.2419,6.83,17.8591,-5.7594,24.5727,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,1982-01,8.4234,3.7059,3.85,5.724,0.2384,7.3118,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,1982-11,62.0395,8.712,6.96,51.1732,-20.9506,46.7179,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,1983-12,27.6858,7.2419,7.68,23.5259,-5.7594,24.5727,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,1985-01,7.7581,3.7059,3.31,7.8793,0.2384,7.3118,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,1985-02,25.0842,1.7838,30.38,14.1394,-0.5324,4.319,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,1985-03,14.1315,2.6878,7.45,1.5886,-11.2622,23.9624,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,1987-11,103.9878,8.712,12.44,46.7433,-20.9506,46.7179,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,1988-03,12.9362,2.6878,6.68,5.8835,-11.2622,23.9624,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,1990-05,168.8993,9.8977,15.94,40.7176,-21.0603,45.8049,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,1990-06,416.6778,179.4538,3.11,227.999,-21.9935,383.3499,Extreme Monsoon Precipitation Event (Legitimate hydrometeorological peak)
CHIRPS,Hingoli,1990-12,23.4228,7.2419,6.08,18.577,-5.7594,24.5727,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,1993-12,51.6282,7.2419,16.66,47.0723,-5.7594,24.5727,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,1995-01,8.8998,3.7059,4.24,5.1493,0.2384,7.3118,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,1995-03,81.262,2.6878,51.18,77.6206,-11.2622,23.9624,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,1997-11,73.7438,8.712,8.49,7.12,-20.9506,46.7179,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,1997-12,25.9555,7.2419,7.03,12.0076,-5.7594,24.5727,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,1998-11,53.9444,8.712,5.91,8.1268,-20.9506,46.7179,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,1999-02,23.537,1.7838,28.36,21.3315,-0.5324,4.319,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,1999-05,57.3108,9.8977,4.75,43.4237,-21.0603,45.8049,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2000-05,74.788,9.8977,6.5,38.4591,-21.0603,45.8049,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2001-01,12.9185,3.7059,7.53,9.182,0.2384,7.3118,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2003-01,13.7619,3.7059,8.21,9.6225,0.2384,7.3118,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2005-01,8.337,3.7059,3.78,4.5972,0.2384,7.3118,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2005-03,28.3912,2.6878,16.74,14.4866,-11.2622,23.9624,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2005-04,26.0661,3.8924,3.87,7.9137,-19.0429,32.1249,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2005-07,558.9705,289.4326,2.71,366.8248,18.2631,551.4424,Extreme Monsoon Precipitation Event (Legitimate hydrometeorological peak)
CHIRPS,Hingoli,2006-03,59.4549,2.6878,36.97,58.8081,-11.2622,23.9624,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2006-05,66.0482,9.8977,5.63,7.9378,-21.0603,45.8049,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2008-03,48.8025,2.6878,30.04,45.0968,-11.2622,23.9624,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2008-11,36.9649,8.712,3.69,24.2209,-20.9506,46.7179,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2009-11,60.2383,8.712,6.73,26.7532,-20.9506,46.7179,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2010-01,8.6965,3.7059,4.08,3.4089,0.2384,7.3118,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2010-03,11.3618,2.6878,5.65,6.789,-11.2622,23.9624,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2010-11,43.336,8.712,4.52,6.9257,-20.9506,46.7179,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2011-04,41.6628,3.8924,6.6,30.9443,-19.0429,32.1249,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2013-03,8.9272,2.6878,4.06,1.0128,-11.2622,23.9624,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2013-06,404.6236,179.4538,2.95,189.8196,-21.9935,383.3499,Extreme Monsoon Precipitation Event (Legitimate hydrometeorological peak)
CHIRPS,Hingoli,2014-02,6.2889,1.7838,5.87,20.164,-0.5324,4.319,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2014-03,49.2275,2.6878,30.31,36.2217,-11.2622,23.9624,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2015-01,8.4759,3.7059,3.9,3.1156,0.2384,7.3118,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2016-02,16.4756,1.7838,19.15,9.3357,-0.5324,4.319,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2016-03,11.4438,2.6878,5.7,2.7799,-11.2622,23.9624,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2018-02,34.4381,1.7838,42.57,31.9479,-0.5324,4.319,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2020-03,17.4312,2.6878,9.6,16.3803,-11.2622,23.9624,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2021-12,16.8542,7.2419,3.61,8.0778,-5.7594,24.5727,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2022-07,562.1073,289.4326,2.74,295.9708,18.2631,551.4424,Extreme Monsoon Precipitation Event (Legitimate hydrometeorological peak)
CHIRPS,Hingoli,2022-12,17.8464,7.2419,3.98,13.9612,-5.7594,24.5727,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2023-03,22.2295,2.6878,12.73,5.4006,-11.2622,23.9624,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2023-04,54.0102,3.8924,8.75,37.5471,-19.0429,32.1249,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2023-11,50.6587,8.712,5.48,38.1946,-20.9506,46.7179,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2023-12,20.1601,7.2419,4.85,7.3258,-5.7594,24.5727,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2024-04,45.5862,3.8924,7.28,40.0221,-19.0429,32.1249,Statistical Outlier / Seasonal Extreme
CHIRPS,Hingoli,2025-05,205.7588,9.8977,19.63,138.7632,-21.0603,45.8049,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1981-01,32.4436,2.425,41.9,,-0.4419,6.029,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1981-03,12.2564,0.2675,38.09,11.8744,-13.2896,22.3241,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1981-12,21.9814,4.8301,6.14,11.4868,-3.2128,13.5987,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1982-01,13.7888,2.425,15.86,2.1885,-0.4419,6.029,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1982-11,87.5084,9.0671,9.95,79.1012,-17.6054,40.8825,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1983-09,354.5809,153.4115,2.63,201.7213,-37.2467,352.2281,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1983-12,17.4059,4.8301,4.5,13.6973,-3.2128,13.5987,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1984-02,1.8204,0.9134,4.04,0.7561,-0.4052,2.7413,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1985-02,8.0064,0.9134,31.59,2.6593,-0.4052,2.7413,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1985-03,5.8763,0.2675,17.82,1.8731,-13.2896,22.3241,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1986-02,1.7151,0.9134,3.57,0.6319,-0.4052,2.7413,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1986-04,12.3788,1.1272,6.73,10.0644,-10.9374,18.229,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1987-05,37.9727,4.5967,7.26,38.1925,-18.4,38.0448,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1987-11,42.5859,9.0671,4.25,18.4534,-17.6054,40.8825,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1988-03,12.7032,0.2675,39.5,7.6464,-13.2896,22.3241,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1988-04,9.3015,1.1272,4.89,1.5696,-10.9374,18.229,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1988-09,400.1421,153.4115,3.23,202.3986,-37.2467,352.2281,Extreme Monsoon Precipitation Event (Legitimate hydrometeorological peak)
CHIRPS,Jalna,1989-01,5.3762,2.425,4.12,3.3443,-0.4419,6.029,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1989-03,3.3882,0.2675,9.91,3.0009,-13.2896,22.3241,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1990-05,161.5541,4.5967,34.16,8.7083,-18.4,38.0448,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1991-04,23.8008,1.1272,13.57,16.1206,-10.9374,18.229,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1993-12,53.4429,4.8301,17.4,49.2154,-3.2128,13.5987,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1995-01,5.9121,2.425,4.87,2.2867,-0.4419,6.029,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1995-03,9.8969,0.2675,30.59,7.4591,-13.2896,22.3241,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1997-11,82.9115,9.0671,9.37,20.8928,-17.6054,40.8825,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1997-12,72.9471,4.8301,24.38,30.7149,-3.2128,13.5987,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1998-11,41.3026,9.0671,4.09,22.1427,-17.6054,40.8825,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1999-02,11.5839,0.9134,47.52,10.3095,-0.4052,2.7413,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,1999-05,72.5833,4.5967,14.8,27.5525,-18.4,38.0448,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2000-05,92.5175,4.5967,19.14,3.8949,-18.4,38.0448,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2002-02,2.5363,0.9134,7.23,1.0218,-0.4052,2.7413,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2002-04,19.2725,1.1272,10.86,16.956,-10.9374,18.229,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2003-01,8.3875,2.425,8.32,5.8066,-0.4419,6.029,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2004-05,48.6539,4.5967,9.59,0.9792,-18.4,38.0448,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2005-03,9.0768,0.2675,27.98,1.0224,-13.2896,22.3241,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2005-04,15.1907,1.1272,8.42,9.3152,-10.9374,18.229,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2006-03,21.834,0.2675,68.51,21.455,-13.2896,22.3241,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2006-05,81.9114,4.5967,16.83,6.6662,-18.4,38.0448,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2008-03,22.0629,0.2675,69.24,19.2382,-13.2896,22.3241,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2009-03,14.1155,0.2675,43.99,13.1317,-13.2896,22.3241,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2009-05,37.4431,4.5967,7.15,1.1753,-18.4,38.0448,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2009-11,86.4399,9.0671,9.82,49.8836,-17.6054,40.8825,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2010-02,2.0587,0.9134,5.1,4.1609,-0.4052,2.7413,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2010-03,9.437,0.2675,29.13,3.6915,-13.2896,22.3241,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2010-04,9.4322,1.1272,4.97,3.6986,-10.9374,18.229,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2010-11,81.3037,9.0671,9.17,28.7001,-17.6054,40.8825,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2012-04,8.2634,1.1272,4.27,2.191,-10.9374,18.229,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2013-06,349.0971,151.68,2.82,210.4789,-45.0689,340.8621,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2014-02,1.9996,0.9134,4.84,17.6099,-0.4052,2.7413,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2014-03,35.6164,0.2675,112.29,29.9722,-13.2896,22.3241,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2014-04,9.2887,1.1272,4.88,9.6708,-10.9374,18.229,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2014-11,65.8033,9.0671,7.2,58.7982,-17.6054,40.8825,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2015-02,1.7665,0.9134,3.8,13.204,-0.4052,2.7413,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2015-03,26.3326,0.2675,82.8,22.9664,-13.2896,22.3241,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2016-02,5.2347,0.9134,19.25,0.0003,-0.4052,2.7413,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2016-03,8.4574,0.2675,26.02,5.8401,-13.2896,22.3241,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2018-02,15.9782,0.9134,67.09,14.9358,-0.4052,2.7413,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2020-03,8.6455,0.2675,26.61,7.9291,-13.2896,22.3241,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2021-04,7.4282,1.1272,3.77,18.8336,-10.9374,18.229,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2021-05,52.414,4.5967,10.41,52.7012,-18.4,38.0448,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2023-03,13.1388,0.2675,40.89,6.6229,-13.2896,22.3241,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2023-04,38.7564,1.1272,22.52,30.0604,-10.9374,18.229,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2023-11,56.3193,9.0671,6.0,49.9212,-17.6054,40.8825,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2024-02,4.4779,0.9134,15.87,2.1594,-0.4052,2.7413,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2024-04,15.391,1.1272,8.54,13.2622,-10.9374,18.229,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2025-05,251.2943,4.5967,53.7,192.0288,-18.4,38.0448,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2026-03,11.7218,0.2675,36.39,1.363,-13.2896,22.3241,Statistical Outlier / Seasonal Extreme
CHIRPS,Jalna,2026-04,19.9081,1.1272,11.24,5.308,-10.9374,18.229,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1981-01,42.4655,1.5782,103.07,,0.0101,3.5822,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1981-02,0.1253,1.3809,11.04,23.1906,0.4993,2.6794,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1981-12,15.0203,3.1629,4.35,11.2135,-13.9062,27.4918,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1982-11,81.6059,6.8635,12.86,59.0971,-36.5601,71.9307,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1983-12,18.2694,3.1629,5.55,15.8334,-13.9062,27.4918,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1984-02,3.1732,1.3809,15.77,10.1674,0.4993,2.6794,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1984-03,25.2448,3.1561,9.39,20.7872,-9.5841,20.6964,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1985-01,8.7744,1.5782,18.14,3.1576,0.0101,3.5822,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1985-02,7.9554,1.3809,57.83,2.3628,0.4993,2.6794,Statistical Outlier / Seasonal Extreme
CHIRPS,Latur,1985-03,11.862,3.1561,3.7,7.8843,-9.5841,20.6964,Statistical Outlier / Seasonal Extreme
