district,date,year,month,split,spi_stress_z,soil_stress_z,ndvi_stress_z,lst_stress_z,groundwater_stress_z,surface_water_stress_z,groundwater_stale_flag,months_since_last_gw_obs,ndvi_imputed,lst_imputed,wsi,wsi_category
Beed,2011-11-01,2011,11,train,1.038785614278241,0.37403616478656715,0.16848794736555608,0.4897805939295366,-0.7649789307184117,-0.721727650754398,0,1,0,0,0.09739728981451513,Normal
Beed,2011-12-01,2011,12,train,0.26913186852521354,0.25678810655821455,0.5415585146106809,0.15145902805041475,-0.7649789307184117,-0.6869987107879152,0,2,0,0,-0.03884002062696721,Normal
Beed,2012-01-01,2012,1,train,1.6263761376650023,0.07353665287060167,-0.1793697151474251,-0.3380289894264246,-0.8082009056422731,-0.5810074831170927,0,0,0,0,-0.034449050466268595,Normal
Beed,2012-02-01,2012,2,train,1.1134797956364562,0.014116580046921009,-0.3444614870222716,-0.26547512334707635,-0.8082009056422731,-0.2628919689260916,0,1,0,0,-0.09223885154238924,Normal
Beed,2012-03-01,2012,3,train,0.9766205224582215,0.08786985756134566,-0.0656891322266185,-0.2766367372231807,-0.5265827252789866,0.3199829580417243,0,0,0,0,0.08592745722208424,Normal
Beed,2012-04-01,2012,4,train,0.03841494631872506,0.038315269863846334,-0.29884876800868637,-0.7576544044729829,-0.5265827252789866,0.7601245025880172,0,1,0,0,-0.12437186316501121,Normal
Beed,2012-05-01,2012,5,train,0.1444324466609604,0.010664751560105353,-0.24424427458199166,-0.4881176616291906,-0.17923112471899463,0.6332880314273862,0,0,0,0,-0.02053463854695416,Normal
Beed,2012-06-01,2012,6,train,0.6516952727206482,0.392558337899268,0.8057381343462785,0.5607948301389981,-0.17923112471899463,0.6515921329684279,0,1,0,0,0.48052459722577096,Normal
Beed,2012-07-01,2012,7,train,0.6889306770710945,1.4948078649857321,-2.5145441720702353,-0.20714143178577066,-0.17923112471899463,0.4491202460986033,0,2,0,0,-0.0446763234032618,Normal
Beed,2012-08-01,2012,8,train,1.0176095310351978,2.9394680391665045,-1.5389793373618177,-0.6758752668718109,-0.17923112471899463,0.9710235253158458,0,3,0,0,0.42233589442748753,Normal
Beed,2012-09-01,2012,9,train,0.5004461074921432,2.8729211561279215,-0.8077183993326666,0.46681638846725193,2.3906754676289452,1.138467050842278,0,0,0,0,1.0936012952043124,Moderate Stress
Beed,2012-10-01,2012,10,train,0.22300270317762927,2.142268697486003,0.0018754889614581622,0.007751898212198656,-0.8054995322095321,1.7523202710552959,0,0,0,0,0.5536199211138421,Moderate Stress
Beed,2012-11-01,2012,11,train,-0.25907777930576165,1.8692382123261406,0.7235691408950897,0.3056207335791103,-0.8054995322095321,1.898071505775664,0,1,0,0,0.6219870468434517,Moderate Stress
Beed,2012-12-01,2012,12,train,-0.4457514079640604,1.7631529613049226,0.6310319563965803,0.9414063967259712,-0.8054995322095321,1.9332141200128767,0,2,0,0,0.6695924157111265,Moderate Stress
Beed,2013-01-01,2013,1,train,0.14234447774819847,1.523978716069561,0.6151309293608299,0.7973449606174049,1.0827604972766733,1.4889594712890453,0,0,0,0,0.9417531753936189,Moderate Stress
Beed,2013-02-01,2013,2,train,1.124007703453091,1.383275097986768,0.8483434724548412,0.4904140439917008,1.0827604972766733,1.061870334923009,0,1,0,0,0.998445191681014,Moderate Stress
Beed,2013-03-01,2013,3,train,0.9940374710991352,1.3543690728398043,0.6200496223621893,1.310064915809301,1.195542838093626,0.5142916726358189,0,0,0,0,0.9980592654733126,Moderate Stress
Beed,2013-04-01,2013,4,train,-0.5373715404924462,1.2029719763503595,0.6375766922654219,1.0034158570404346,1.195542838093626,-0.5240386264051985,0,1,0,0,0.49634953280869953,Normal
Beed,2013-05-01,2013,5,train,0.6211713757857289,1.1003722378895187,0.5976291914622913,0.724398741613583,1.2795105289613358,-0.6114578491977452,0,0,0,0,0.6186040377524521,Moderate Stress
Beed,2013-06-01,2013,6,train,-1.6975773322406527,-0.029528066999962292,0.5286777528044099,0.3021516060387242,1.2795105289613358,-0.7925447461483336,0,1,0,0,-0.0682183762640798,Normal
Beed,2013-07-01,2013,7,train,-2.06738580422629,-1.4462764875654,-2.025453567252129,-0.2823506088992609,1.2795105289613358,0.9126718146132275,0,2,0,0,-0.6048806873947526,Wet
Beed,2013-08-01,2013,8,train,-1.5833041458744008,-2.6225786833207008,-0.19599336317924704,0.1636944505862158,1.2795105289613358,0.6113041987543311,0,3,0,0,-0.39122783567874436,Normal
Beed,2013-09-01,2013,9,train,-0.032472919640134955,-1.7730644680029448,-1.1771322833331865,-0.6867288568456762,0.33087822516366366,0.7245563948151971,0,0,0,0,-0.4356606513071803,Normal
Beed,2013-10-01,2013,10,train,0.9054896051796669,-1.8130670086173366,-1.6806293556336471,-0.8135966748190565,-0.35977291580720916,0.7051334028657064,0,0,0,0,-0.5094071578053128,Wet
Beed,2013-11-01,2013,11,train,0.441899883041223,-1.504624694208603,-0.8545647515761516,-0.8861527221340127,-0.35977291580720916,0.8429066337934339,0,1,0,0,-0.3867180944818866,Normal
Beed,2013-12-01,2013,12,train,0.5958323019552187,-1.3771950231276957,-1.4253428230100833,-0.8047115861922292,-0.35977291580720916,0.4420365666817295,0,2,0,0,-0.4881922465833782,Normal
Beed,2014-01-01,2014,1,train,0.9649123804483823,-1.293293825582052,-0.17547361702776026,-1.1470093930721388,-0.5211799784135046,0.6612563518836612,0,0,0,0,-0.25179801362723536,Normal
Beed,2014-02-01,2014,2,train,0.3688130367420723,-1.1983954196717042,-0.975757020647267,-1.6619950360712936,-0.5211799784135046,0.6289306624423684,0,1,0,0,-0.5599306259365547,Wet
Beed,2014-03-01,2014,3,train,-1.525630320190072,-1.8846533625072643,-1.4686197122943718,-2.596879783889963,-1.1343917476457899,0.7287522338468814,0,0,0,0,-1.3135704487800968,Wet
Beed,2014-04-01,2014,4,train,-2.0179651444827456,-1.372971660320016,-1.2767280656725513,-1.2170466832601348,-1.1343917476457899,0.6744939285470062,0,1,0,0,-1.0574348954723718,Wet
Beed,2014-05-01,2014,5,train,-0.6462651088029544,-1.1235402172244011,-0.610579299286737,-0.2800913093834295,-0.6182043075394646,0.08392859989858123,0,0,0,0,-0.5324586070564009,Wet
Beed,2014-06-01,2014,6,train,1.3250164225980745,-0.4697425242636957,0.35201672866231604,-0.3153245452372849,-0.6182043075394646,-0.5646693193007567,0,1,0,0,-0.04848459084680188,Normal
