model,overall_mae,overall_rmse,overall_r2,overall_nrmse,skill_mae_vs_persistence,skill_rmse_vs_persistence,mae_h1,rmse_h1,r2_h1,skill_mae_h1,mae_h2,rmse_h2,r2_h2,skill_mae_h2,mae_h3,rmse_h3,r2_h3,skill_mae_h3
LSTM,0.5583,0.726,-1.1833,1.4776,-0.333,-0.3105,0.4258,0.5799,-0.3766,-0.285,0.565,0.7342,-1.23,-0.2901,0.6841,0.8401,-1.9661,-0.4042
